60a76788-b003-4b92-8491-cd54f385e93e	TCGA-HC-7740_7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c_2b9ec727-0616-4b5f-991d-e28121bd724b.indel.capture.tcga.vcf	20151120	16	./60a76788-b003-4b92-8491-cd54f385e93e/TCGA-HC-7740_7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c_2b9ec727-0616-4b5f-991d-e28121bd724b.indel.capture.tcga.vcf
d71f0888-50bb-402e-b455-9ed235847d0e	TCGA-EJ-A65D_955a7101-36b0-4d1d-bd5b-0ab6e3adba5b_aa7b8960-9246-483f-a43b-9366501ee804.oxoG.snp.capture.tcga.vcf	20151120	5992	./d71f0888-50bb-402e-b455-9ed235847d0e/TCGA-EJ-A65D_955a7101-36b0-4d1d-bd5b-0ab6e3adba5b_aa7b8960-9246-483f-a43b-9366501ee804.oxoG.snp.capture.tcga.vcf
dd684013-d42e-4a39-b452-4232912957aa	TCGA-ZG-A8QY_150b111d-aeb3-40fb-aa1f-cd991db33ece_951bf391-e24b-41f8-ba79-ba1ba44d09a8.split.indel.capture.tcga.vcf	20151026	8	./dd684013-d42e-4a39-b452-4232912957aa/TCGA-ZG-A8QY_150b111d-aeb3-40fb-aa1f-cd991db33ece_951bf391-e24b-41f8-ba79-ba1ba44d09a8.split.indel.capture.tcga.vcf
6cc314bf-f5d4-4334-a6ad-2f06bd2ce4f7	TCGA-EJ-7785_9b2182a4-8ac1-4d66-be12-cdd906a100a2_f10f7adf-7754-44c5-97cf-66a7b5138f24.oxoG.snp.capture.tcga.vcf	20151120	6192	./6cc314bf-f5d4-4334-a6ad-2f06bd2ce4f7/TCGA-EJ-7785_9b2182a4-8ac1-4d66-be12-cdd906a100a2_f10f7adf-7754-44c5-97cf-66a7b5138f24.oxoG.snp.capture.tcga.vcf
2e699c16-6b71-43df-afe7-a2566e03bf20	TCGA-EJ-7125-11A-01D-1961-08_TCGA-EJ-7125-01A-11D-1961-08.vcf	20131230	72	./2e699c16-6b71-43df-afe7-a2566e03bf20/TCGA-EJ-7125-11A-01D-1961-08_TCGA-EJ-7125-01A-11D-1961-08.vcf
b07f7923-1907-4c63-84f8-b71e9da3f133	TCGA-HC-7820_ba24c391-5c1e-47ed-a058-142c8e1feeee_02ca7fd5-cd78-4345-bbbf-2b803c6bdc01.oxoG.snp.capture.tcga.vcf	20151025	12	./b07f7923-1907-4c63-84f8-b71e9da3f133/TCGA-HC-7820_ba24c391-5c1e-47ed-a058-142c8e1feeee_02ca7fd5-cd78-4345-bbbf-2b803c6bdc01.oxoG.snp.capture.tcga.vcf
ea2bf22a-a129-4fd8-a03c-63591b1ed279	TCGA-ZG-A8QY_150b111d-aeb3-40fb-aa1f-cd991db33ece_951bf391-e24b-41f8-ba79-ba1ba44d09a8.oxoG.snp.capture.tcga.vcf	20151025	12	./ea2bf22a-a129-4fd8-a03c-63591b1ed279/TCGA-ZG-A8QY_150b111d-aeb3-40fb-aa1f-cd991db33ece_951bf391-e24b-41f8-ba79-ba1ba44d09a8.oxoG.snp.capture.tcga.vcf
309f9360-ca4e-44e7-97b8-43f0e3988d52	TCGA-HC-8258-01B-05D-2298-08.01B-vs-10.vcf	20131223	404	./309f9360-ca4e-44e7-97b8-43f0e3988d52/TCGA-HC-8258-01B-05D-2298-08.01B-vs-10.vcf
fbe6d333-800d-44a2-b3b8-813d57a554be	TCGA-EJ-A7NK_a04c6e0d-2d89-46bc-abf3-4e1af709f68a_fcb74e20-c07f-4d98-b7ce-06fe7e073d14.oxoG.snp.capture.tcga.vcf	20151025	8	./fbe6d333-800d-44a2-b3b8-813d57a554be/TCGA-EJ-A7NK_a04c6e0d-2d89-46bc-abf3-4e1af709f68a_fcb74e20-c07f-4d98-b7ce-06fe7e073d14.oxoG.snp.capture.tcga.vcf
33bd9d90-d331-41a3-94df-7250120995b5	TCGA-QU-A6IP_8522e5d6-2758-432a-a023-6e6dc07e9893_148f3b38-a40b-4815-a3b4-d00c41470ae4.split.indel.capture.tcga.vcf	20151026	4	./33bd9d90-d331-41a3-94df-7250120995b5/TCGA-QU-A6IP_8522e5d6-2758-432a-a023-6e6dc07e9893_148f3b38-a40b-4815-a3b4-d00c41470ae4.split.indel.capture.tcga.vcf
3cac426c-e942-4e6f-814b-0ce36d249df3	TCGA-EJ-5502_97b6959f-ca52-42a1-900a-bb2174e31c17_561be685-9ad0-44b4-8c4f-dfbdcfbf68d6.oxoG.snp.capture.tcga.vcf	20151025	8	./3cac426c-e942-4e6f-814b-0ce36d249df3/TCGA-EJ-5502_97b6959f-ca52-42a1-900a-bb2174e31c17_561be685-9ad0-44b4-8c4f-dfbdcfbf68d6.oxoG.snp.capture.tcga.vcf
ccb22373-9f7e-4111-a64b-150fd2d6ff01	TCGA-G9-6333_3ec7131a-d645-47a5-baa3-10b19f243846_62d82fd8-e94f-4dae-a171-a8eab417bc41.oxoG.snp.capture.tcga.vcf	20151120	6476	./ccb22373-9f7e-4111-a64b-150fd2d6ff01/TCGA-G9-6333_3ec7131a-d645-47a5-baa3-10b19f243846_62d82fd8-e94f-4dae-a171-a8eab417bc41.oxoG.snp.capture.tcga.vcf
bc9596cc-7d5f-4964-8403-78ab0b4a2ac9	TCGA-EJ-A7NF_0a1f24ca-9ea6-45b4-aae1-2174a9670065_db974012-6d0c-44c3-ae87-e0f05d96abdc.indel.capture.tcga.vcf	20151120	16	./bc9596cc-7d5f-4964-8403-78ab0b4a2ac9/TCGA-EJ-A7NF_0a1f24ca-9ea6-45b4-aae1-2174a9670065_db974012-6d0c-44c3-ae87-e0f05d96abdc.indel.capture.tcga.vcf
1f28af93-2a5d-4d13-8407-9b4c76c8d6be	TCGA-CH-5763_581be6cf-9778-49c3-9c77-1316eaa78929_b3c65fbf-e781-4a0c-b76d-8a6c4535ccef.indel.capture.tcga.vcf	20130710	12	./1f28af93-2a5d-4d13-8407-9b4c76c8d6be/TCGA-CH-5763_581be6cf-9778-49c3-9c77-1316eaa78929_b3c65fbf-e781-4a0c-b76d-8a6c4535ccef.indel.capture.tcga.vcf
e7c948e8-8982-4bdc-b34a-b889eb82a11c	TCGA-HC-8262_e584de7a-84e8-4844-baec-3e5c0e6fbb9d_557d13df-5e0a-415f-847d-60d0b16f88c0.oxoG.snp.capture.tcga.vcf	20130710	5960	./e7c948e8-8982-4bdc-b34a-b889eb82a11c/TCGA-HC-8262_e584de7a-84e8-4844-baec-3e5c0e6fbb9d_557d13df-5e0a-415f-847d-60d0b16f88c0.oxoG.snp.capture.tcga.vcf
